rank,eng,deu,fra,ita,nld,por,spa
7271,innocent,unschuldig,innocent,innocente,onschuldig,inocente,inocente
7275,consensus,Konsens,consensus,consenso,consensus,consenso,consenso
7283,horn,Horn,corne,corno,hoorn,chifre,cuerno
7287,journalism,Journalismus,journalisme,giornalismo,journalistiek,jornalismo,periodismo
7293,frog,Frosch,grenouille,rana,kikker,rã,rana
7294,grammar,Grammatik,grammaire,grammatica,grammatica,gramática,gramática
7295,intention,Absicht,intention,intenzione,intentie,intenção,intención
7297,disagree,widersprechen,désapprouver,dissentire,oneens zijn,discordar,discrepar
7300,tires,Reifen,pneu,pneumatico,band,pneu,neumático
7304,hazard,Gefahr,danger,pericolo,gevaar,perigo,peligro
7309,semiconductor,Halbleiter,semi-conducteur,semiconduttore,halfgeleider,semicondutor,semiconductor
7311,episodes,Episode,épisode,episodio,aflevering,episódio,episodio
7313,circular,kreisförmig,circulaire,circolare,rond,circular,circular
7314,anger,Zorn,colère,rabbia,woede,raiva,ira
7316,mainland,Festland,continent,continente,vasteland,continente,continente
7318,suit,Anzug,costume,completo,pak,fato,traje
7320,interact,interagieren,interagir,interagire,interageren,interagir,interactuar
7322,happiness,Glück,bonheur,felicità,geluk,felicidade,felicidad
7325,bizarre,bizarr,bizarre,bizzarro,bizar,bizarro,extraño
7330,fruit,Frucht,fruit,frutta,vrucht,fruta,fruta
7331,identifier,Bezeichner,identifiant,identificatore,identificator,identificador,identificador
7334,ribbon,Band,ruban,nastro,lint,fita,cinta
7343,kissing,küssen,embrasser,baciare,kussen,beijar,besar
7345,handy,praktisch,pratique,pratico,handig,prático,práctico
7346,swap,tauschen,échanger,scambiare,ruilen,trocar,intercambiar
7348,crop,Feldfrucht,culture,coltura,gewas,cultura,cultivo
7349,reduce,reduzieren,réduire,ridurre,verminderen,reduzir,reducir
7352,geometry,Geometrie,géométrie,geometria,meetkunde,geometria,geometría
7353,impression,Eindruck,impression,impressione,indruk,impressão,impresión
7356,flip,umdrehen,retourner,capovolgere,omdraaien,virar,voltear
7358,correlation,Korrelation,corrélation,correlazione,correlatie,correlação,correlación
7359,gorgeous,wunderschön,magnifique,stupendo,prachtig,lindo,precioso
7362,dish,Teller,plat,piatto,bord,prato,plato
7366,nervous,nervös,nerveux,nervoso,nerveus,nervoso,nervioso
7367,refuse,ablehnen,refuser,rifiutare,weigeren,recusar,rechazar
7369,fragrance,Duft,parfum,fragranza,geur,fragrância,fragancia
7371,replica,Nachbildung,réplique,replica,replica,réplica,réplica
7372,plumbing,Rohrleitung,plomberie,idraulica,loodgieterswerk,canalização,fontanería
7374,tribe,Stamm,tribu,tribù,stam,tribo,tribu
7376,trade,Handel,commerce,commercio,handel,comércio,comercio
7377,superb,hervorragend,superbe,superbo,voortreffelijk,soberbo,magnífico
7378,buzz,summen,bourdonner,ronzare,zoemen,zumbir,zumbar
7379,transparent,durchsichtig,transparent,trasparente,doorzichtig,transparente,transparente
7387,calm,ruhig,calme,calmo,kalm,calmo,tranquilo
7389,floor,Boden,sol,pavimento,vloer,chão,suelo
7392,inappropriate,unangemessen,inapproprié,inappropriato,ongepast,inapropriado,inapropiado
7393,exhaust,erschöpfen,épuiser,esaurire,uitputten,esgotar,agotar
7398,vocational,beruflich,professionnel,professionale,beroeps,profissional,profesional
7402,farming,Landwirtschaft,agriculture,agricoltura,landbouw,agricultura,agricultura
7404,pharmacy,Apotheke,pharmacie,farmacia,apotheek,farmácia,farmacia
7405,fork,Gabel,fourchette,forchetta,vork,garfo,tenedor
7408,roller,Rolle,rouleau,rullo,rol,rolo,rodillo
7410,batch,Stapel,lot,lotto,partij,lote,lote
7411,organize,organisieren,organiser,organizzare,organiseren,organizar,organizar
7413,alter,ändern,modifier,modificare,wijzigen,alterar,alterar
7417,edge,Kante,bord,bordo,rand,borda,borde
7421,skilled,geschickt,qualifié,qualificato,bekwaam,qualificado,cualificado
7424,harmony,Harmonie,harmonie,armonia,harmonie,harmonia,armonía
7426,asthma,Asthma,asthme,asma,astma,asma,asma
7429,shareholder,Aktionär,actionnaire,azionista,aandeelhouder,acionista,accionista
7430,twin,Zwilling,jumeau,gemello,tweeling,gémeo,gemelo
7432,rip,zerreißen,déchirer,strappare,scheuren,rasgar,rasgar
7435,triangle,Dreieck,triangle,triangolo,driehoek,triângulo,triángulo
7436,amend,ändern,amender,emendare,wijzigen,emendar,enmendar
7438,oriental,orientalisch,oriental,orientale,oosters,oriental,oriental
7439,reward,Belohnung,récompense,ricompensa,beloning,recompensa,recompensa
7446,hydrogen,Wasserstoff,hydrogène,idrogeno,waterstof,hidrogénio,hidrógeno
7448,sprint,Sprint,sprint,scatto,sprint,sprint,esprint
7451,advocate,befürworten,préconiser,sostenere,bepleiten,defender,defender
7453,confusion,Verwirrung,confusion,confusione,verwarring,confusão,confusión
7455,tray,Tablett,plateau,vassoio,dienblad,tabuleiro,bandeja
7458,genome,Genom,génome,genoma,genoom,genoma,genoma
7462,medal,Medaille,médaille,medaglia,medaille,medalha,medalla
7465,vessel,Schiff,navire,nave,schip,navio,buque
7466,harbour,Hafen,port,porto,haven,porto,puerto
7470,keyboard,Tastatur,clavier,tastiera,toetsenbord,teclado,teclado
7471,sage,Salbei,sauge,salvia,salie,salva,salvia
7474,vulnerable,verletzlich,vulnérable,vulnerabile,kwetsbaar,vulnerável,vulnerable
7475,arrange,arrangieren,arranger,sistemare,regelen,arranjar,arreglar
7476,artistic,künstlerisch,artistique,artistico,artistiek,artístico,artístico
7479,booth,Kabine,cabine,cabina,cabine,cabine,cabina
7481,reflected,reflektiert,reflété,riflesso,gereflecteerd,refletido,reflejado
7482,unified,vereinigt,unifié,unificato,verenigd,unificado,unificado
7484,breed,züchten,élever,allevare,fokken,criar,criar
7485,detector,Detektor,détecteur,rivelatore,detector,detetor,detector
7487,polar,polar,polaire,polare,polair,polar,polar
7489,precise,präzise,précis,preciso,nauwkeurig,preciso,preciso
7491,respiratory,respiratorisch,respiratoire,respiratorio,ademhalings,respiratório,respiratorio
7496,invoice,Rechnung,facture,fattura,factuur,fatura,factura
7498,lip,Lippe,lèvre,labbro,lip,lábio,labio
7501,gather,sammeln,rassembler,raccogliere,verzamelen,reunir,reunir
7503,maternity,Mutterschaft,maternité,maternità,moederschap,maternidade,maternidad
7506,colonial,kolonial,colonial,coloniale,koloniaal,colonial,colonial
7511,embassy,Botschaft,ambassade,ambasciata,ambassade,embaixada,embajada
7512,cave,Höhle,grotte,grotta,grot,gruta,cueva
7516,slight,leicht,léger,lieve,licht,leve,leve
7518,indirect,indirekt,indirect,indiretto,indirect,indireto,indirecto
7520,wool,Wolle,laine,lana,wol,lã,lana
7523,arrest,verhaften,arrêter,arrestare,arresteren,prender,arrestar
7524,volleyball,Volleyball,volley-ball,pallavolo,volleybal,voleibol,voleibol
7527,horizon,Horizont,horizon,orizzonte,horizon,horizonte,horizonte
7534,prize,Preis,prix,premio,prijs,prémio,premio
7538,patio,Terrasse,patio,patio,patio,pátio,patio
7540,tolerance,Toleranz,tolérance,tolleranza,tolerantie,tolerância,tolerancia
7541,surfing,Surfen,surf,surf,surfen,surfe,surf
7542,creativity,Kreativität,créativité,creatività,creativiteit,criatividade,creatividad
7545,optics,Optik,optique,ottica,optica,ótica,óptica
7546,pursue,verfolgen,poursuivre,perseguire,nastreven,perseguir,perseguir
7547,lightning,Blitz,éclair,fulmine,bliksem,relâmpago,relámpago
7548,overcome,überwinden,surmonter,superare,overwinnen,superar,superar
7551,quotation,Zitat,citation,citazione,citaat,citação,cita
7552,grab,greifen,saisir,afferrare,grijpen,agarrar,agarrar
7553,inspector,Inspektor,inspecteur,ispettore,inspecteur,inspetor,inspector
7554,attract,anziehen,attirer,attirare,aantrekken,atrair,atraer
7556,bean,Bohne,haricot,fagiolo,boon,feijão,frijol
7560,snake,Schlange,serpent,serpente,slang,cobra,serpiente
7561,succeed,gelingen,réussir,riuscire,slagen,conseguir,lograr
7565,reminder,Erinnerung,rappel,promemoria,herinnering,lembrete,recordatorio
7566,nipple,Brustwarze,mamelon,capezzolo,tepel,mamilo,pezón
7570,riverside,Flussufer,berge,riva,rivieroever,margem,ribera
7583,trap,Falle,piège,trappola,val,armadilha,trampa
7584,lonely,einsam,solitaire,solitario,eenzaam,solitário,solitario
7591,observe,beobachten,observer,osservare,observeren,observar,observar
7596,berry,Beere,baie,bacca,bes,baga,baya
7597,collar,Halsband,collier,collare,halsband,coleira,collar
7600,integrate,integrieren,intégrer,integrare,integreren,integrar,integrar
7603,sociology,Soziologie,sociologie,sociologia,sociologie,sociologia,sociología
7605,screenshot,Bildschirmfoto,capture d'écran,schermata,schermafbeelding,captura de ecrã,captura de pantalla
7608,confident,zuversichtlich,confiant,fiducioso,zelfverzekerd,confiante,confiado
7614,terrace,Terrasse,terrasse,terrazza,terras,terraço,terraza
7615,bacteria,Bakterium,bactérie,batterio,bacterie,bactéria,bacteria
7625,delicious,köstlich,délicieux,delizioso,heerlijk,delicioso,delicioso
7628,jail,Gefängnis,prison,prigione,gevangenis,prisão,cárcel
7631,kidney,Niere,rein,rene,nier,rim,riñón
7634,durable,langlebig,durable,durevole,duurzaam,durável,duradero
7639,moisture,Feuchtigkeit,humidité,umidità,vocht,humidade,humedad
7650,transform,verwandeln,transformer,trasformare,transformeren,transformar,transformar
7651,timer,Timer,minuteur,timer,timer,temporizador,temporizador
7658,vegetable,Gemüse,légume,verdura,groente,legume,verdura
7659,verse,Vers,vers,verso,vers,verso,verso
7664,custody,Sorgerecht,garde,custodia,voogdij,custódia,custodia
7665,scratch,kratzen,gratter,grattare,krabben,coçar,rascar
7668,alignment,Ausrichtung,alignement,allineamento,uitlijning,alinhamento,alineación
7677,rocket,Rakete,fusée,razzo,raket,foguete,cohete
7679,bullet,Kugel,balle,proiettile,kogel,bala,bala
7682,lace,Spitze,dentelle,pizzo,kant,renda,encaje
7683,nasty,fies,désagréable,sgradevole,naar,desagradável,desagradable
7684,visibility,Sichtbarkeit,visibilité,visibilità,zichtbaarheid,visibilidade,visibilidad
7685,latitude,Breitengrad,latitude,latitudine,breedtegraad,latitude,latitud
7686,consciousness,Bewusstsein,conscience,coscienza,bewustzijn,consciência,conciencia
7688,tumor,Tumor,tumeur,tumore,tumor,tumor,tumor
7689,ugly,hässlich,laid,brutto,lelijk,feio,feo
7693,encounter,begegnen,rencontrer,incontrare,ontmoeten,encontrar,encontrar
7704,tubes,Rohr,tube,tubo,buis,tubo,tubo
7713,priest,Priester,prêtre,prete,priester,padre,sacerdote
7715,queue,Warteschlange,file,coda,wachtrij,fila,cola
7717,trance,Trance,transe,trance,trance,transe,trance
7721,hammer,Hammer,marteau,martello,hamer,martelo,martillo
7722,invasion,Invasion,invasion,invasione,invasie,invasão,invasión
7723,witnesses,Zeuge,témoin,testimone,getuige,testemunha,testigo
7724,runner,Läufer,coureur,corridore,loper,corredor,corredor
7728,skins,Haut,peau,pelle,huid,pele,piel
7733,spelling,Rechtschreibung,orthographe,ortografia,spelling,ortografia,ortografía
7735,exams,Prüfung,examen,esame,examen,exame,examen
7736,rewards,Belohnung,récompense,ricompensa,beloning,recompensa,recompensa
7738,strengthen,stärken,renforcer,rafforzare,versterken,fortalecer,fortalecer
7739,defend,verteidigen,défendre,difendere,verdedigen,defender,defender
7744,infrared,infrarot,infrarouge,infrarosso,infrarood,infravermelho,infrarrojo
7745,seventh,siebte,septième,settimo,zevende,sétimo,séptimo
7746,gods,Gott,dieu,dio,god,deus,dios
7749,belly,Bauch,ventre,pancia,buik,barriga,vientre
7750,aggressive,aggressiv,agressif,aggressivo,agressief,agressivo,agresivo
7752,advertisements,Werbung,publicité,pubblicità,advertentie,anúncio,anuncio
7754,stolen,gestohlen,volé,rubato,gestolen,roubado,robado
7759,disturbed,gestört,perturbé,disturbato,verstoord,perturbado,perturbado
7761,sculpture,Skulptur,sculpture,scultura,sculptuur,escultura,escultura
7763,ears,Ohr,oreille,orecchio,oor,orelha,oreja
7766,fist,Faust,poing,pugno,vuist,punho,puño
7769,motivation,Motivation,motivation,motivazione,motivatie,motivação,motivación
7770,lenders,Kreditgeber,prêteur,prestatore,kredietverstrekker,credor,prestamista
7771,pharmacology,Pharmakologie,pharmacologie,farmacologia,farmacologie,farmacologia,farmacología
7773,fixtures,Armatur,luminaire,infisso,armatuur,acessório,accesorio
7777,passengers,Fahrgast,passager,passeggero,passagier,passageiro,pasajero
7783,surplus,Überschuss,surplus,surplus,overschot,excedente,excedente
7787,cheers,Prost,santé,salute,proost,saúde,salud
7788,dig,graben,creuser,scavare,graven,cavar,cavar
7789,taxi,Taxi,taxi,taxi,taxi,táxi,taxi
7790,punishment,Strafe,punition,punizione,straf,castigo,castigo
7791,appreciation,Wertschätzung,appréciation,apprezzamento,waardering,apreço,aprecio
7797,gravity,Schwerkraft,gravité,gravità,zwaartekracht,gravidade,gravedad
7799,thumb,Daumen,pouce,pollice,duim,polegar,pulgar
7800,restriction,Einschränkung,restriction,restrizione,beperking,restrição,restricción
7801,incorporate,einbeziehen,incorporer,incorporare,opnemen,incorporar,incorporar
7803,treasurer,Schatzmeister,trésorier,tesoriere,penningmeester,tesoureiro,tesorero
7804,guitars,Gitarre,guitare,chitarra,gitaar,guitarra,guitarra
7806,flooring,Bodenbelag,revêtement de sol,pavimentazione,vloerbedekking,pavimento,suelo
7807,lightweight,leicht,léger,leggero,licht,leve,ligero
7810,mighty,mächtig,puissant,potente,machtig,poderoso,poderoso
7811,athletes,Athlet,athlète,atleta,atleet,atleta,atleta
7812,humanity,Menschheit,humanité,umanità,mensheid,humanidade,humanidad
7813,transcription,Transkription,transcription,trascrizione,transcriptie,transcrição,transcripción
7816,complications,Komplikation,complication,complicazione,complicatie,complicação,complicación
7817,scholars,Gelehrter,érudit,studioso,geleerde,erudito,erudito
7821,remembered,erinnert,rappelé,ricordato,herinnerd,lembrado,recordado
7822,galaxy,Galaxie,galaxie,galassia,sterrenstelsel,galáxia,galaxia
7824,snapshot,Schnappschuss,instantané,istantanea,momentopname,instantâneo,instantánea
7825,caring,fürsorglich,attentionné,premuroso,zorgzaam,atencioso,atento
7827,worn,getragen,porté,indossato,gedragen,usado,gastado
7828,synthetic,synthetisch,synthétique,sintetico,synthetisch,sintético,sintético
7831,segments,Segment,segment,segmento,segment,segmento,segmento
7834,dominant,dominant,dominant,dominante,dominant,dominante,dominante
7835,twist,drehen,tordre,torcere,draaien,torcer,torcer
7838,stomach,Magen,estomac,stomaco,maag,estômago,estómago
7843,minimize,minimieren,minimiser,minimizzare,minimaliseren,minimizar,minimizar
7846,wilderness,Wildnis,nature sauvage,natura selvaggia,wildernis,natureza selvagem,naturaleza salvaje
7847,debut,Debüt,début,debutto,debuut,estreia,debut
7848,generations,Generation,génération,generazione,generatie,geração,generación
7849,tournaments,Turnier,tournoi,torneo,toernooi,torneio,torneo
7851,deny,leugnen,nier,negare,ontkennen,negar,negar
7852,anatomy,Anatomie,anatomie,anatomia,anatomie,anatomia,anatomía
7855,sponsorship,Sponsoring,parrainage,sponsorizzazione,sponsoring,patrocínio,patrocinio
7856,headphones,Kopfhörer,casque,cuffia,koptelefoon,auscultador,auriculares
7857,fraction,Bruchteil,fraction,frazione,fractie,fração,fracción
7858,trio,Trio,trio,trio,trio,trio,trío
7860,cube,Würfel,cube,cubo,kubus,cubo,cubo
7861,defects,Defekt,défaut,difetto,defect,defeito,defecto
7863,uncertainty,Ungewissheit,incertitude,incertezza,onzekerheid,incerteza,incertidumbre
7864,breakdown,Zusammenbruch,panne,guasto,storing,avaria,avería
7866,marker,Markierung,marqueur,marcatore,markering,marcador,marcador
7867,reconstruction,Wiederaufbau,reconstruction,ricostruzione,wederopbouw,reconstrução,reconstrucción
7868,subsidiary,Tochtergesellschaft,filiale,filiale,dochteronderneming,subsidiária,filial
7870,clarity,Klarheit,clarté,chiarezza,helderheid,clareza,claridad
7871,rugs,Teppich,tapis,tappeto,tapijt,tapete,alfombra
7874,encouraging,ermutigend,encourageant,incoraggiante,bemoedigend,encorajador,alentador
7875,furnished,möbliert,meublé,arredato,gemeubileerd,mobilado,amueblado
7878,folding,faltbar,pliant,pieghevole,vouwbaar,dobrável,plegable
7880,terrorists,Terrorist,terroriste,terrorista,terrorist,terrorista,terrorista
7881,airfare,Flugpreis,prix du billet d'avion,tariffa aerea,vliegticketprijs,preço da passagem aérea,tarifa aérea
7882,comparisons,Vergleich,comparaison,confronto,vergelijking,comparação,comparación
7883,beneficial,vorteilhaft,bénéfique,benefico,gunstig,benéfico,beneficioso
7885,vaccine,Impfstoff,vaccin,vaccino,vaccin,vacina,vacuna
7888,fate,Schicksal,destin,destino,lot,destino,destino
7892,penny,Cent,centime,centesimo,cent,cêntimo,centavo
7893,robust,robust,robuste,robusto,robuust,robusto,robusto
7894,bookings,Buchung,réservation,prenotazione,boeking,reserva,reserva
7900,porter,Träger,porteur,facchino,kruier,carregador,mozo
7902,jungle,Dschungel,jungle,giungla,jungle,selva,selva
7906,rim,Rand,bord,bordo,rand,borda,borde
7910,alpine,alpin,alpin,alpino,alpien,alpino,alpino
7912,prediction,Vorhersage,prédiction,previsione,voorspelling,previsão,predicción
7913,pharmaceuticals,Arzneimittel,produit pharmaceutique,prodotto farmaceutico,geneesmiddel,produto farmacêutico,producto farmacéutico
7915,fabulous,fabelhaft,fabuleux,favoloso,fantastisch,fabuloso,fabuloso
7918,thesaurus,Thesaurus,thésaurus,dizionario dei sinonimi,thesaurus,dicionário de sinónimos,diccionario de sinónimos
7920,battlefield,Schlachtfeld,champ de bataille,campo di battaglia,slagveld,campo de batalha,campo de batalla
7924,ecological,ökologisch,écologique,ecologico,ecologisch,ecológico,ecológico
7925,spice,Gewürz,épice,spezia,specerij,especiaria,especia
7926,oval,oval,ovale,ovale,ovaal,oval,ovalado
7931,cooler,Kühler,glacière,frigorifero portatile,koelbox,geleira,nevera
7932,appraisal,Bewertung,évaluation,valutazione,taxatie,avaliação,tasación
7934,maritime,maritim,maritime,marittimo,maritiem,marítimo,marítimo
7935,periodic,periodisch,périodique,periodico,periodiek,periódico,periódico
7939,prospect,Aussicht,perspective,prospettiva,vooruitzicht,perspectiva,perspectiva
7940,shipment,Sendung,expédition,spedizione,zending,remessa,envío
7941,breeding,Zucht,élevage,allevamento,fokkerij,criação,cría
7942,citations,Zitat,citation,citazione,citaat,citação,cita
7943,geographical,geografisch,géographique,geografico,geografisch,geográfico,geográfico
7944,donor,Spender,donneur,donatore,donor,doador,donante
7946,tension,Spannung,tension,tensione,spanning,tensão,tensión
7949,trash,Müll,ordure,spazzatura,afval,lixo,basura
7950,shapes,Form,forme,forma,vorm,forma,forma
7951,wifi,WLAN,wifi,wifi,wifi,wifi,wifi
7952,tier,Stufe,niveau,livello,niveau,nível,nivel
7955,manor,Herrenhaus,manoir,maniero,landhuis,solar,casa solariega
7956,envelope,Umschlag,enveloppe,busta,envelop,envelope,sobre
7958,homeland,Heimat,patrie,patria,vaderland,pátria,patria
7964,rapids,Stromschnelle,rapide,rapida,stroomversnelling,corredeira,rápido
7965,disco,Disko,disco,discoteca,disco,discoteca,discoteca
7970,finishing,beenden,finir,finire,afmaken,terminar,terminar
7971,emotions,Emotion,émotion,emozione,emotie,emoção,emoción
7979,eternal,ewig,éternel,eterno,eeuwig,eterno,eterno
7980,cashiers,Kassierer,caissier,cassiere,kassier,caixa,cajero
7984,remarkable,bemerkenswert,remarquable,notevole,opmerkelijk,notável,notable
7985,rotation,Rotation,rotation,rotazione,rotatie,rotação,rotación
7988,productive,produktiv,productif,produttivo,productief,produtivo,productivo
7989,boulevard,Boulevard,boulevard,viale,boulevard,bulevar,bulevar
7993,pig,Schwein,cochon,maiale,varken,porco,cerdo
7997,penalties,Strafe,pénalité,penalità,straf,penalidade,penalización
7999,imagination,Vorstellungskraft,imagination,immaginazione,verbeelding,imaginação,imaginación
8001,refurbished,generalüberholt,reconditionné,ricondizionato,gereviseerd,recondicionado,reacondicionado
8008,actress,Schauspielerin,actrice,attrice,actrice,atriz,actriz
8016,accommodate,unterbringen,accommoder,sistemare,onderbrengen,acomodar,acomodar
8017,tigers,Tiger,tigre,tigre,tijger,tigre,tigre
8022,premiere,Premiere,première,prima,première,estreia,estreno
8023,lender,Kreditgeber,prêteur,prestatore,kredietverstrekker,credor,prestamista
8024,villages,Dorf,village,villaggio,dorp,aldeia,pueblo
8025,shade,Schatten,ombre,ombra,schaduw,sombra,sombra
8026,chorus,Chor,chœur,coro,koor,coro,coro
8028,rhythm,Rhythmus,rythme,ritmo,ritme,ritmo,ritmo
8029,digit,Ziffer,chiffre,cifra,cijfer,dígito,dígito
8031,dietary,diätetisch,diététique,dietetico,dieet,dietético,dietético
8032,symphony,Sinfonie,symphonie,sinfonia,symfonie,sinfonia,sinfonía
8036,precipitation,Niederschlag,précipitation,precipitazione,neerslag,precipitação,precipitación
8038,lions,Löwe,lion,leone,leeuw,leão,león
8041,pools,Schwimmbad,piscine,piscina,zwembad,piscina,piscina
8045,isolation,Isolation,isolement,isolamento,isolatie,isolamento,aislamiento
8047,sustained,anhaltend,soutenu,sostenuto,aanhoudend,sustentado,sostenido
8050,rope,Seil,corde,corda,touw,corda,cuerda
8052,rational,rational,rationnel,razionale,rationeel,racional,racional
8053,programmer,Programmierer,programmeur,programmatore,programmeur,programador,programador
8054,fighters,Kämpfer,combattant,combattente,vechter,combatente,luchador
8056,dump,Müllhalde,décharge,discarica,vuilstort,lixeira,vertedero
8057,greetings,Gruß,salutation,saluto,groet,saudação,saludo
8059,warming,Erwärmung,réchauffement,riscaldamento,opwarming,aquecimento,calentamiento
8060,incomplete,unvollständig,incomplet,incompleto,onvolledig,incompleto,incompleto
8063,fountain,Brunnen,fontaine,fontana,fontein,fonte,fuente
8064,chubby,mollig,potelé,paffuto,mollig,roliço,regordete
8065,grave,Grab,tombe,tomba,graf,túmulo,tumba
8066,legitimate,legitim,légitime,legittimo,legitiem,legítimo,legítimo
8067,biographies,Biografie,biographie,biografia,biografie,biografia,biografía
8068,burner,Brenner,brûleur,bruciatore,brander,queimador,quemador
8071,investigator,Ermittler,enquêteur,investigatore,onderzoeker,investigador,investigador
8073,plaintiff,Kläger,plaignant,querelante,eiser,queixoso,demandante
8075,gentle,sanft,doux,delicato,zacht,suave,suave
8077,prisoners,Gefangener,prisonnier,prigioniero,gevangene,prisioneiro,prisionero
8082,nightlife,Nachtleben,vie nocturne,vita notturna,nachtleven,vida noturna,vida nocturna
8083,footage,Filmmaterial,séquence,filmato,beeldmateriaal,filmagem,metraje
8085,worthy,würdig,digne,degno,waardig,digno,digno
8087,architects,Architekt,architecte,architetto,architect,arquiteto,arquitecto
8089,entrepreneur,Unternehmer,entrepreneur,imprenditore,ondernemer,empresário,empresario
8092,freelance,freiberuflich,indépendant,indipendente,freelance,independente,independiente
8093,duo,Duo,duo,duo,duo,duo,dúo
8094,excessive,übermäßig,excessif,eccessivo,buitensporig,excessivo,excesivo
8100,valuation,Bewertung,évaluation,valutazione,waardering,avaliação,valoración
8101,unexpected,unerwartet,inattendu,inaspettato,onverwacht,inesperado,inesperado
8102,cigarette,Zigarette,cigarette,sigaretta,sigaret,cigarro,cigarrillo
8106,lobby,Lobby,hall,atrio,lobby,saguão,vestíbulo
8108,tunisia,Tunesien,Tunisie,Tunisia,Tunesië,Tunísia,Túnez
8112,headline,Schlagzeile,titre,titolo,kop,manchete,titular
8118,cowboy,Cowboy,cow-boy,cowboy,cowboy,vaqueiro,vaquero
8119,narrative,Erzählung,récit,narrazione,verhaal,narrativa,narrativa
8120,bahrain,Bahrain,Bahreïn,Bahrein,Bahrein,Barém,Baréin
8121,enormous,enorm,énorme,enorme,enorm,enorme,enorme
8122,karma,Karma,karma,karma,karma,carma,karma
8125,queens,Königin,reine,regina,koningin,rainha,reina
8128,quantitative,quantitativ,quantitatif,quantitativo,kwantitatief,quantitativo,cuantitativo
8132,subdivision,Unterteilung,subdivision,suddivisione,onderverdeling,subdivisão,subdivisión
8133,tribes,Stamm,tribu,tribù,stam,tribo,tribu
8135,defeat,Niederlage,défaite,sconfitta,nederlaag,derrota,derrota
8137,distinction,Unterscheidung,distinction,distinzione,onderscheid,distinção,distinción
8138,honduras,Honduras,Honduras,Honduras,Honduras,Honduras,Honduras
8139,naughty,unartig,vilain,birichino,stout,travesso,travieso
8140,hazards,Gefahr,danger,pericolo,gevaar,perigo,peligro
8143,livestock,Vieh,bétail,bestiame,vee,gado,ganado
8145,exemption,Befreiung,exemption,esenzione,vrijstelling,isenção,exención
8146,tenant,Mieter,locataire,inquilino,huurder,inquilino,inquilino
8147,sustainability,Nachhaltigkeit,durabilité,sostenibilità,duurzaamheid,sustentabilidade,sostenibilidad
8148,cabinets,Schrank,armoire,armadio,kast,armário,armario
8151,algebra,Algebra,algèbre,algebra,algebra,álgebra,álgebra
8152,shadows,Schatten,ombre,ombra,schaduw,sombra,sombra
8158,mercy,Gnade,pitié,pietà,genade,misericórdia,piedad
8164,mild,mild,doux,mite,mild,suave,suave
8165,fur,Pelz,fourrure,pelliccia,bont,pelo,piel
8168,timeline,Zeitleiste,chronologie,cronologia,tijdlijn,cronologia,cronología
8169,tar,Teer,goudron,catrame,teer,alcatrão,alquitrán
8173,affiliation,Zugehörigkeit,affiliation,affiliazione,aansluiting,filiação,afiliación
8175,fence,Zaun,clôture,recinzione,hek,cerca,valla
8177,infinite,unendlich,infini,infinito,oneindig,infinito,infinito
8180,relatives,Verwandter,parent,parente,familielid,parente,pariente
8182,clan,Clan,clan,clan,clan,clã,clan
8184,shame,Scham,honte,vergogna,schaamte,vergonha,vergüenza
8185,satisfactory,zufriedenstellend,satisfaisant,soddisfacente,bevredigend,satisfatório,satisfactorio
8186,revolutionary,revolutionär,révolutionnaire,rivoluzionario,revolutionair,revolucionário,revolucionario
8187,bracelets,Armband,bracelet,braccialetto,armband,pulseira,pulsera
8189,civilian,Zivilist,civil,civile,burger,civil,civil
8192,fatal,tödlich,fatal,fatale,fataal,fatal,fatal
8193,remedy,Heilmittel,remède,rimedio,middel,remédio,remedio
8195,breathing,Atmung,respiration,respirazione,ademhaling,respiração,respiración
8197,thickness,Dicke,épaisseur,spessore,dikte,espessura,grosor
8198,adjustments,Anpassung,ajustement,regolazione,aanpassing,ajuste,ajuste
8199,graphical,grafisch,graphique,grafico,grafisch,gráfico,gráfico
8200,genius,Genie,génie,genio,genie,gênio,genio
8203,fighter,Kämpfer,combattant,combattente,vechter,lutador,luchador
8204,meaningful,bedeutungsvoll,significatif,significativo,betekenisvol,significativo,significativo
8205,flesh,Fleisch,chair,carne,vlees,carne,carne
8206,retreat,Rückzug,retraite,ritirata,terugtocht,retirada,retirada
8211,rug,Teppich,tapis,tappeto,vloerkleed,tapete,alfombra
8213,borough,Stadtbezirk,arrondissement,distretto,stadsdeel,bairro,distrito
8222,marble,Marmor,marbre,marmo,marmer,mármore,mármol
8226,hull,Rumpf,coque,scafo,romp,casco,casco
8229,briefing,Einweisung,briefing,briefing,briefing,briefing,briefing
8232,accreditation,Akkreditierung,accréditation,accreditamento,accreditatie,acreditação,acreditación
8234,blackberry,Brombeere,mûre,mora,braam,amora,mora
8236,meditation,Meditation,méditation,meditazione,meditatie,meditação,meditación
8237,modular,modular,modulaire,modulare,modulair,modular,modular
8238,microphone,Mikrofon,microphone,microfono,microfoon,microfone,micrófono
8245,shed,Schuppen,remise,capanno,schuur,barracão,cobertizo
8246,balloon,Ballon,ballon,palloncino,ballon,balão,globo
8249,memo,Memo,note,promemoria,memo,memorando,memorando
8252,tide,Gezeiten,marée,marea,getij,maré,marea
8256,partition,Trennwand,cloison,partizione,scheidingswand,divisória,partición
8257,invisible,unsichtbar,invisible,invisibile,onzichtbaar,invisível,invisible
8268,reel,Spule,bobine,bobina,spoel,bobina,carrete
